frame,face_id,timestamp,confidence,success,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,gaze_angle_x,gaze_angle_y,gaze_amp,gaze_vel,gaze_acc,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,emotion,Anger,Contempt,Disgust,Fear,Happiness,Neutral,Sadness,Surprise,Valence,Arousal,Distraction,Time,Drive,Stimulus,Failure,Palm_EDA,Heart_Rate,Breathing_Rate,Perinasal_Perspiration,Speed,Acceleration,Brake,Steering,LaneOffset,Lane_Position,Distance,Gaze_X_Pos,Gaze_Y_Pos,Lft_Pupil_Diameter,Rt_Pupil_Diameter
29,0,1,0.98,1,0.136262,0.405559,-0.903855,-0.228573,0.409837,-0.883056,-0.052,0.428,0.431147307,0,0,-42.8,16.9,311.1,0.287,0.096,-0.05,0.08,0,0,0,0.18,0,0,0.91,0.85,2.64,0.17,1.04,0.03,0.52,1.92,0,1.32,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,Disgust,0.00939458,0.017293086,0.384523094,0.044874109,0.370017231,0.009902728,0.15913105,0.004864207,0.317131847,0.03047033,0,1,5,0,0,59.8673,38,13.8,0.007894429,-0.017807745,0,259.4329834,0.032212646,-0.099993944,1.924993944,8.40E-06,928.778076,835.743713,0.005172,0
30,0,1.036,0.98,1,0.146558,0.405467,-0.902284,-0.230657,0.414178,-0.880485,-0.047,0.431,0.433555071,0.048112666,0,-42.5,17,310.7,0.286,0.092,-0.048,0.18,0,0,0,0.09,0,0,0.81,0.69,2.55,0.13,1.02,0.09,0.42,1.96,0,1.45,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,Disgust,0.009838969,0.018558698,0.427262038,0.043945394,0.330512196,0.010702027,0.154167503,0.005013195,0.300071597,0.039939802,0,1,5,0,0,59.8673,38,13.8,0.007894429,-0.017807745,0,259.4329834,0.032212646,-0.099993944,1.924993944,8.40E-06,928.778076,835.743713,0.005172,0
31,0,1.071,0.98,1,0.111806,0.412208,-0.904203,-0.207615,0.413806,-0.886375,-0.053,0.432,0.435239015,0.128113788,-9.319415632,-42.2,17.2,312.4,0.293,0.089,-0.046,0.25,0,0,0,0.04,0,0,0.72,0.66,2.5,0.07,0.96,0.16,0.38,1.91,0,1.6,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,Happiness,0.007939045,0.030507972,0.206515267,0.029392662,0.521152139,0.016604533,0.182608396,0.005279945,0.440939009,0.01879115,0,1,5,0,0,59.8673,38,13.8,0.007894429,-0.017807745,0,259.4329834,0.032212646,-0.099993944,1.924993944,8.40E-06,928.778076,835.743713,0.005172,0
32,0,1.107,0.98,1,0.110703,0.412295,-0.9043,-0.200006,0.42255,-0.883996,-0.05,0.437,0.439851111,-0.207385174,-2.329410815,-42.2,17.2,312.5,0.294,0.09,-0.047,0.24,0,0,0,0,0,0,0.61,0.61,2.49,0.03,0.93,0.24,0.39,1.84,0,1.66,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,Happiness,0.008124025,0.028955922,0.219214767,0.029501375,0.512361646,0.016212827,0.18032442,0.005305064,0.41803968,0.017108355,0,1,5,0,0,59.8673,38,13.8,0.007894429,-0.017807745,0,259.4329834,0.032212646,-0.099993944,1.924993944,8.40E-06,928.778076,835.743713,0.005172,0
33,0,1.143,0.98,1,0.122764,0.400966,-0.90783,-0.219565,0.417805,-0.881606,-0.054,0.429,0.432385245,-0.291243964,81.51064967,-41.7,17,312.3,0.287,0.086,-0.044,0.18,0,0,0,0,0,0,0.67,0.58,2.51,0.03,0.91,0.29,0.43,1.79,0,1.66,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,Happiness,0.00724904,0.042258836,0.261249751,0.030411683,0.418476522,0.014790399,0.222540811,0.003022926,0.380412728,0.013637479,0,1,5,0,0,59.8673,38,13.8,0.007894429,-0.017807745,0,259.4329834,0.032212646,-0.099993944,1.924993944,8.40E-06,928.778076,835.743713,0.005172,0
34,0,1.179,0.98,1,0.118218,0.391605,-0.912508,-0.190512,0.413832,-0.890195,-0.04,0.42,0.421900462,2.643139424,-74.72909996,-41.1,17,313.2,0.281,0.082,-0.045,0.23,0,0,0,0,0,0,0.65,0.49,2.53,0.01,0.86,0.32,0.41,1.72,0,1.94,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,Happiness,0.006637325,0.044310182,0.234044179,0.023839243,0.400632709,0.015726408,0.272505552,0.002304419,0.305066973,-0.025744762,0,1,5,0,0,59.8673,38,13.8,0.007894429,-0.017807745,0,259.4329834,0.032212646,-0.099993944,1.924993944,8.40E-06,928.778076,835.743713,0.005172,0
35,0,1.214,0.98,1,0.222742,0.465345,-0.856644,-0.07182,0.492738,-0.867209,0.087,0.507,0.514410342,0.027620926,-25.8227941,-39.9,17.4,319.4,0.268,0.076,-0.042,0.3,0,0,0,0,0,0,0.68,0.45,2.59,0.01,0.82,0.29,0.32,1.73,0,2.21,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,Sadness,0.005357509,0.02420144,0.137426376,0.025795039,0.196465805,0.014739969,0.593947947,0.002065897,0.129268378,-0.127773955,0,1,5,0,0,59.8673,38,13.8,0.007894429,-0.017807745,0,259.4329834,0.032212646,-0.099993944,1.924993944,8.40E-06,928.778076,835.743713,0.005172,0
36,0,1.25,0.98,1,0.209645,0.46828,-0.858349,-0.069829,0.493995,-0.866656,0.081,0.509,0.515404695,-0.901999662,-80.91752339,-39.8,17.4,319.1,0.261,0.071,-0.04,0.27,0,0,0,0,0,0,0.51,0.33,2.58,0,0.83,0.3,0.36,1.57,0,2.31,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,Sadness,0.005156553,0.017930977,0.143954143,0.028264053,0.167508811,0.013652413,0.621786535,0.001746578,0.070031777,-0.137704462,0,1,5,0,0,59.8673,38,13.8,0.007894429,-0.017807745,0,259.4329834,0.032212646,-0.099993944,1.924993944,8.40E-06,928.778076,835.743713,0.005172,0
37,0,1.286,0.98,1,0.188814,0.431343,-0.882209,-0.136474,0.482557,-0.865167,0.03,0.482,0.482932708,-3.815030504,122.0031867,-37.4,16.5,314.2,0.228,0.036,-0.04,0.12,0,0,0,0,0,0,0.54,0.2,2.51,0,0.96,0.23,0.47,1.12,0,1.45,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,Sadness,0.007162127,0.028400093,0.092413127,0.018051574,0.205679432,0.020625971,0.626097918,0.001569758,0.159189641,-0.133759946,0,1,5,0,0,59.8673,38,13.8,0.007894429,-0.017807745,0,259.4329834,0.032212646,-0.099993944,1.924993944,8.40E-06,928.778076,835.743713,0.005172,0
38,0,1.321,0.98,1,0.303963,0.294338,-0.906075,0.023709,0.289122,-0.956999,0.174,0.303,0.34940664,0.45508103,-5.302927458,-29.7,14.3,311.2,0.274,-0.031,-0.043,0,0,0,0,0,0,0,0.54,0.07,2.33,0,1.1,0.15,0.52,0.58,0,0.65,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,Happiness,0.013533705,0.209655106,0.101207174,0.003911113,0.447707802,0.026324492,0.196787983,0.000872626,0.373865306,-0.065912381,0,1,5,0,0,59.8673,38,13.8,0.007894429,-0.017807745,0,259.4329834,0.032212646,-0.099993944,1.924993944,8.40E-06,928.778076,835.743713,0.005172,0
